date,rating,review_text,helpful_count
2026-04-11 19:34:23,5,App experience in terms of Ac aggregating is good but few demats linked to nsdk stil face issue in reflecting. All banks if addded will make it better also auto linking insuramce and specially ULIP or Term insurance if added ti Networht with manual liabilities addition optional will make the app more effective. Looking forward to these improvements.,0
2026-04-11 09:42:08,1,"worst app, don't take any loan from this app with high interest people going and lock with the help of these kinds of apps. I do not recommend this app for taking loans because these people are not responsible for that. When you have a problem the IND money app will not help you in support but if the Loan provider has any problem the IND helps them to kill us.",0
2026-04-11 07:55:49,1,I am not able to pay any payment. Their payment gateway worst,0
2026-04-11 01:15:12,3,Please add an option on the trading chart to place trigger order using the plus button from the chart itself,0
2026-04-10 17:14:50,5,"I cannot find ETF , NO OPTION FOR ETF PURCHASE",0
2026-04-10 17:08:01,1,The app is not functioning as expected. For US stocks even after plaving order and adding otp it says somwthing went wrong even though the transaction went thru. Recently I added $1 stock and it keeps on loading but I got an email order placed. Even after raising concern no action taken. Pathetic,0
2026-04-10 14:53:32,2,please add income verification for fno by bank settlement by bank OTP not manually,0
2026-04-10 09:28:18,3,new interference of order is not good please change it is very complex to once order place if I have to cancel we have to in another tab of orders it is easy to do while trading 🫡🤮,0
2026-04-09 17:26:25,1,"when i am clicking on the activate us account, it is not progressing further.",0
2026-04-09 14:18:46,2,"the Nominee Center is a mess! please use full names (instead of first name and last name) for nominees as most government IDs use full names. INDpay UPI ID exposes our phone numbers, and there is no option to change it!",9
2026-04-09 12:01:09,1,"UI and UX both are so confusing, it's like to much information clustering into single panel, so irritating.",0
2026-04-09 08:18:35,1,sabse khatiya treding platform hai ye aaj 30 march ko maine nifty 50 me tred liya 22350 ka subah 9:15 pe 4800 ka capital tha 3600 loss me chall raha tha 12:30 ke aas pass automatic sell kar diya platform wale ne bol raha hai broker aisa kar sakta hai jab market teji se niche girta hai isase pahle kabhi nhi sell hua mera pura capital 0 ho gya tab nhi sell kiya isne ab mujhe pata market abhi upr jayegi ab 22350 -370 tak pahuch gya tha main liya tha 74 rupya pe ye indmoney ke karname hai,0
2026-04-09 06:23:39,1,They fail to track credit card bills. overdue amount notified by bank. no responsibility borne by INDMONEY. These people are there to screw you over. Move to CRED or do it yourself !,0
2026-04-09 05:15:26,1,"I had deposited only ₹100 purely to understand the trading charges on your app. As part of this, I purchased 2 shares at ₹40 each and sold them after 2 days at ₹42 each. This was a very small and straightforward transaction intended only for testing purposes. However, I was shocked to see that ₹2 was deducted as INDmoney charges and an additional ₹22.19 was charged under Government Charges and Taxes.This brings the total deduction to ₹24.19 on a transaction of just ₹80,approx 30%, totally unfair",0
2026-04-08 19:26:50,4,"I am using this app since 6 months , app's overall performance is okay but they have not added yet some advanced features like dhan, zerodha and upstox has added on their platform. So the lack of advanced features is the major reason why serious trader quit ind money and join pro platform like zerodha here are some suggestions as a trader 👇👇 1. Add feature to see the futures OI of all stocks and indexes 2. Add the OI bars on option chain like upstox has done it at their plateform",0
2026-04-08 17:54:18,2,Order Depth i.e. top 5 bid-ask quotes function is missing for US stocks. Please add that in the next update,0
2026-04-08 15:55:24,1,why there are only some bank account to connect?and when we get call for video call kyc they say they have technical issue but on screen it shows good networks.,0
2026-04-08 15:09:01,1,"Don't invest in US stocks via INDMoney. Very bad customer support. I initiated transaction for 25K, but it never reached by trading account. I am still waiting for it to be credited from more than 3 weeks. Customer support behaves irresponsibly, repeating same line again and again saying we are following up.",1
2026-04-08 11:59:10,1,The spend analysis option is not available in the latest update. I linked all my bank accounts and credit cards so that i can track my spends easily. Now it is gone,1
2026-04-08 08:46:18,5,I am very satisfied with the app but I have one observation - Why is my physical silver investment getting categorised as alternate investment?,0
2026-04-08 08:43:43,4,lot of issues in modifying orders.. the app is good but this bugs are taking lots of time.i raise ticket they just close saying cancel and place order again.. After discussion with customer care they have fixed this issue. thanks,3
2026-04-08 08:01:11,4,"just a pathetic team of developers, cant resolve the MF portfolio refresh issue and closing the incidents again and again without any resolution. can't expect anything better anyhow",0
2026-04-08 05:27:14,4,"liked the app very much, but it would have been better if it had STP option too ?. I had to use another app for it.",0
2026-04-08 04:58:35,5,"very good App , charging lowest interest rate on mtf position, and one of least brokerage charges...",2
2026-04-08 04:31:35,1,The worst app does unwanted changes in charts in updates. stay away as changing chart layout is the last thing a trades wants in update,0
2026-04-08 02:17:07,1,The old interface is too good for us. The new update interface is very complicated.,0
2026-04-07 10:23:17,1,don't use this app After few days this app stop my refer and earn and I lost my friend refer money,0
2026-04-07 07:20:01,1,in your terms and conditions you telling that you would share my data with other .it's was feeling me so unsafe to sharing my data with you,0
2026-04-06 18:04:41,5,"Superb app, using it since few days and the service is good, didn't face any kind of problems with the deposit or withdrawal. Overall good service.",0
2026-04-06 14:19:17,1,"This application engages in misleading practices by transferring investors’ external mutual fund holdings-originally managed through other distributors (Kuvera / Groww) - into its own demat account without obtaining proper consent. Furthermore, it is now refusing to facilitate the transfer of these holdings back to the Kuvera platform SOA mode from its own demat account. Pathetic and non cooperative attitude of the organisation.",0
2026-04-06 14:02:34,4,"greatest ,learners can learn and invest customer service is excellent",0
2026-04-06 11:35:13,5,"Perfect App. I'm a user, and so far, everything is clean!",0
2026-04-06 07:21:25,5,"Good app overall. Easy to use and helpful for beginners, but sometimes it takes time to process transactions.",0
2026-04-06 05:33:52,1,don't ever use this broker for us stocks. they takes 20+ days to deposit your fund and take 30+ to withdrawal of your money. and they reply is generic from all customers support line is there problem going on with broker or going maintainance for 2 weeks wow. 😡😡,0
2026-04-05 18:38:46,1,"I applied for a Federal Bank account through INDmoney more than 20 days ago, but the account is still not open. I have completed all the steps, yet there is no update from the team. The customer support is also not providing a clear timeline. Very poor experience so far. Please resolve this as soon as possible! INDmoney app var Federal Bank account open करायला टाकून २० दिवस झाले, पण अजून काहीच प्रोसेस झाली नाहीये. खूप स्लो सर्व्हिस आहे. Customer support कडून पण काही नीट उत्तर मिळत नाहीये.",1
2026-04-05 13:43:36,1,app is good but there is some issue which can not be ignored. 1. I added a bank account can not be delete. 2. IND money open a demate account without our permission if you try to invest in mutual fund (we don't need a demate account).,1
2026-04-05 05:04:26,3,"too complicated too find anything, interface needs to be simplified like groww",0
2026-04-04 20:12:16,5,The app is really good and very easy to use I am 18 and I recently started doing SIP with my savings so this app has helped me a lot in taking my first steps into investing everything feels simple and beginner friendly which is very important for someone like me who is just starting out I also really like how smooth the interface is and how easily I can understand everything the UPI works perfectly and the cashback feature makes it even better also the wallet system is very convenient and useful,0
2026-04-04 09:32:37,1,balance showing in wallet but can't withdraw if I contact customer service they say no balance worst I deposited less fund to check but now that to not use for trading r withdraw money use less tension giving app,1
2026-04-04 08:39:29,1,Do you have a support mechanism. Same old issue. No support and response on the query raised. Real time issue resolution is a problem at your end.,6
2026-04-04 03:34:19,5,Mera Frist time in the traid no experience but dekhte h,0
2026-04-04 03:00:32,2,"Nice app overall, but please stop that irritating personal loan pop-up.. I have clicked it a couple of times now by mistake, it is such a stupid dark pattern for cheap marketing... very frustrating 😡",1
2026-04-04 02:16:58,3,"In mutual funds step up sip, it should give me option of % increase of sip instead of giving option of increase by a fixed amount only. Also this increase start date should be asked. Currently if I setup a new sip, it would only give option of monthly, quarterly or yearly without asking the first date when I want the increase to happen. I was also unable to find Nippon India Taiwan equity fund in mutual fund list.",1
2026-04-03 15:31:39,5,"Decent app ,they build user friendly, best choice for beginners",0
2026-04-03 13:39:22,3,"Does the job, but one major concern is NPS is tracked only via gmail which is a pathetic business decision (maybe their intention is to track mails and personal info ;-)) grow up guys have option to track via statement upload or some other means.",0
2026-04-03 13:19:44,5,"The customer care services are excellent, and they speak with great courtesy.",0
2026-04-03 04:36:52,1,"earlier app was better but in recent updates they have implemented generating QR code for mutual fund tracking, which is totally pathetic, it Generates QR & gives option to copy QR but after copying it doesn't allow to paste anywhere or doesn't allow to SUBMIT, then why does you have provided that option. Once you have copied QR it goes disappear & doesn't allow to download means you have to re initiate request again by doing authentication for tracking mutual funds. It takes too much time.",1
2026-04-02 15:13:20,5,everything is okk... but i can't transact through my federal bank account for us stocks... pls fix the issue asap,0
2026-04-02 13:21:43,5,use the app and Start by learning it for at least 3-6 months. Don't borrow money for tade and don't use pay later options.,0
2026-04-02 01:45:11,1,worst customer service don't go for this app. l didn't receive my sell proceeds to my sb account even after 1 month .Zerodha is very good when it comes to customer service,0
2026-04-01 15:25:10,1,"very bad experience, they do not have any customer support at all ! always delay while withdrawal of money",0
2026-04-01 12:46:47,1,"I suffered a loss due to their technical error. when i deposited money A fake balance was shown in my account, and based on that I made a transaction. support says it was a technical issue and now you’ve stopped responding. Who will bear this loss? I need a clear answer.",1
2026-04-01 11:45:46,1,worst aap ever 10 reminder calls everyday 1 week before due date they want you to pay before due date so they irritate you so much that you pay before.,1
2026-04-01 06:59:10,1,"loan to mil jata hai, par uske baad call karke bohot jyada pareshan karte hai, morning 9am to 10pm daily 8+ call aate hai",0
2026-04-01 03:31:51,1,From monday in my trading account doest show technical chart..it so bothering me..when i complain to support system they also doesnt rectify the technical issue even m attach the screenshot..so irritating..i cant do trade for that issue,0
2026-03-31 20:34:04,1,Im an NRI and I starter investing 6 months ago and now all of a sudden I received notification from the app that some discrepancy has been found on my trade. I asked support agent to know what is the actual cause but they are just saying due to internal due diligence my account has been temporarily blocked. They are not telling what is the actual reason for it and how to resolve it and saying to wait for some time they dont have an update right now. I loved this app and now it screwed me.,2
2026-03-31 16:03:12,5,waw super app no processing fee only wothin a second loan,0
2026-03-31 07:44:43,5,"Excellent app for investment in stock market as well mutual funds. Fast trading experience in option trading, stock trading. Very easy to use, easy to understand, easy to open demat account. kindly provide live payoff and probability of profit in option strategy position.",2
2026-03-31 05:07:40,1,Horrible experience with INDmoney US stocks. - ₹8L debited March 26th is stuck with no refund yet. Plus lost opportunity on investments. - Funds that I managed to transfer have been processed only partially. The TAT jumped from March 30th to April 6th. - Misleading notifications claim money will arrive today but the app says otherwise. Unreliable systems with no predictability. Avoid if you value transparency and timely access to your capital.,1
2026-03-30 12:20:36,1,this app is very bad Our money will be cut like that app not good. very very bad 😔😞😔,0
2026-03-30 11:37:47,5,"Always 5 ⭐ ⭐ ⭐ ⭐ ⭐ 📌Fast trading and order execution. 📌Flash scalping feature's User interface is uniquely designed. No other apps provide it. 📌In a single click, I can change any call & put. 📌FnO Brokerage -10₹ per order(but you need to connect with customer support to get this discount. if the offer is available, they will activate it). I have saved more than 2500₹ in March 2026. Other trading apps are charging 20₹ per order which were eating my profits. 📌So, YES to INDMoney.",1
2026-03-30 11:28:30,1,worst app couldn't link my bank account Waited a month nothing happened. they'll tell you it will take 3 days but wouldn't happen. They steal data as well pathetic service. i recommend groww instead. switching the app now.,2
2026-03-30 06:45:28,5,"App makes balance rightly,measures all corner rightlly,but problems happen when open is not eassy to measure",1
